Ano,País,País 1,Pais 2,Título US,Título Original,Diretor,Watchedby,Listado (qtd),Liked,Ranking,Fans,Rating,Duração,Sinopse,Gênero,Gênero 1,Gênero 2,Gênero 3,Temas,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5
2016,"['Brazil', 'France']",Brazil,France,Aquarius,Aquarius,Kleber Mendonça Filho,42k,11k,13k, ,503,4.0,147,"Clara, a 65-year-old widow and retired music critic, was born into a wealthy and traditional family in Recife, Brazil. She is the last resident of the Aquarius, an original two-story building, built in the 1940s, in the upper-class, seaside Boa Viagem Avenue. All the neighboring apartments have already been acquired by a company which has other plans for that plot.",['drama'],drama,--,--,"['Politics and human rights', 'Moving relationship stories', 'emotional, emotion, family, moving or feelings', 'political, president, historical, politician or democracy', 'marriage, drama, family, emotional or emotion', 'marriage, emotion, romance, relationships or feelings', 'biography, artists, musician, emotional or songs']",Politics and human rights,Moving relationship stories,"emotional, emotion, family, moving or feelings","political, president, historical, politician or democracy","marriage, drama, family, emotional or emotion"
2004,"['Argentina', 'Brazil', 'Chile', 'France', 'Germany', 'Peru', 'UK', 'USA']",Argentina,Brazil,The Motorcycle Diaries,‘Diarios de motocicleta’,Walter Salles,54k,9.8k,11k, ,365,3.8,126,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",['drama'],drama,--,--,"['Politics and human rights', 'War and historical adventure', 'political, democracy, president, documentary or propaganda', 'journey, scientific, humanity, documentary or earth', 'propaganda, historical, war, political or historic', 'political, president, historical, politician or democracy', 'emotion, emotional, moving, feelings or sadness']",Politics and human rights,War and historical adventure,"political, democracy, president, documentary or propaganda","journey, scientific, humanity, documentary or earth","propaganda, historical, war, political or historic"
2011,"['Brazil', 'China', 'Denmark', 'Egypt', 'Ethiopia', 'Ghana', 'Indonesia', 'Italy', 'Japan', 'Jordan', 'Namibia', 'Saudi Arabia', 'South Korea', 'Thailand', 'United Arab Emirates', 'USA']",Brazil,China,Samsara,Samsara,Ron Fricke,33k,9.7k,9.7k, ,300,4.1,102,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",['documentary'],documentary,--,--,"['Faith and religion', 'Humanity and the world around us', 'Politics and human rights', 'journey, scientific, humanity, documentary or earth', 'death, profound, symbolism, philosophical or vision', 'religion, church, faith, beliefs or spiritual', 'earth, sci-fi, space, spaceship or scientific', 'political, democracy, president, documentary or propaganda']",Faith and religion,Humanity and the world around us,Politics and human rights,"journey, scientific, humanity, documentary or earth","death, profound, symbolism, philosophical or vision"
2019,"['Brazil', 'Germany']",Brazil,Germany,Invisible Life,‘A Vida Invisível’,Karim Aïnouz,25k,9k,9.1k, ,413,4.1,140,"Rio de Janeiro, Brazil, 1950. In the conservative home of the Gusmão family, Eurídice and Guida are two inseparable sisters who support each other. While Guida can share with her younger sister the details of her romantic adventures, Eurídice finds in her older sister the encouragement she needs to pursue her dream of becoming a professional pianist.",['drama'],drama,--,--,"['Moving relationship stories', 'Faith and religion', 'emotional, emotion, family, moving or feelings', 'family, emotional, emotion, touching or kids', 'touching, emotion, emotional, family or cry', 'emotion, emotional, moving, feelings or sadness', 'religion, church, faith, beliefs or spiritual']",Moving relationship stories,Faith and religion,"emotional, emotion, family, moving or feelings","family, emotional, emotion, touching or kids","touching, emotion, emotional, family or cry"
2007,['Brazil'],Brazil,--,Elite Squad,‘Tropa de Elite’,José Padilha,55k,7.5k,11k, ,298,3.9,115,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.","['action', 'drama', 'crime']",action,drama,crime,"['Crime, drugs and gangsters', 'Politics and human rights', 'drugs, violence, crime, gritty or cops', 'violence, action, guns, cops or killing', 'political, democracy, president, documentary or propaganda', 'prison, jail, criminal, convicts or brutal', 'war, soldiers, combat, fought or military']","Crime, drugs and gangsters",Politics and human rights,"drugs, violence, crime, gritty or cops","violence, action, guns, cops or killing","political, democracy, president, documentary or propaganda"
1959,"['Brazil', 'France', 'Italy']",Brazil,France,Black Orpheus,‘Orfeu Negro’,Marcel Camus,22k,14k,6k, ,229,3.8,100,"Young lovers Orfeu and Eurydice run through the favelas of Rio during Carnaval, on the lam from a hitman dressed like Death and Orfeu’s vengeful fiancée Mira and passing between moments of fantasy and stark reality. This impressionistic retelling of the Greek legend of Orpheus and Eurydice introduced bossa nova to the world with its soundtrack by young Brazilian composers Luiz Bonfá and Antonio Carlos Jobim.","['drama', 'romance', 'music', 'fantasy']",drama,romance,music,"['Song and dance', 'Humanity and the world around us', 'Epic history and literature', 'singing, musical, songs, tune or dancing', 'dancing, choreography, songs, tune or musical', 'biography, artists, musician, emotional or songs', 'romance, emotion, relationships, feelings or captivating', 'band, songs, concert, musician or lyrics']",Song and dance,Humanity and the world around us,Epic history and literature,"singing, musical, songs, tune or dancing","dancing, choreography, songs, tune or musical"
2017,"['Argentina', 'Brazil', 'Spain', 'USA', 'France', 'Lebanon', 'Mexico', 'Netherlands', 'Portugal', 'Dominican Republic', 'Switzerland']",Argentina,Brazil,Zama,Zama,Lucrecia Martel,22k,11k,4.8k, ,78,3.6,115,"In a remote South American colony in the late 18th century, officer Zama of the Spanish crown waits in vain for a transfer to a more prestigious location. He suffers small humiliations and petty politicking as he increasingly succumbs to lust and paranoia.","['drama', 'history']",drama,history,--,"['Epic history and literature', 'Humanity and the world around us', 'death, profound, symbolism, philosophical or vision', 'adventure, epic, exciting, action or tribe', 'journey, scientific, humanity, documentary or earth', 'historical, royalty, sumptuous, lavish or drama', 'cannibals, gory, gruesome, graphic or shock']",Epic history and literature,Humanity and the world around us,"death, profound, symbolism, philosophical or vision","adventure, epic, exciting, action or tribe","journey, scientific, humanity, documentary or earth"
2019,['Brazil'],Brazil,--,The Edge of Democracy,‘Democracia em Vertigem’,Petra Costa,33k,6.8k,6.7k, ,24,3.8,121,"A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",['documentary'],documentary,--,--,"['Politics and human rights', 'political, democracy, president, documentary or propaganda', 'political, president, historical, politician or democracy', 'racism, african american, powerful, hatred or slavery', 'documentary, fascinating, sad, emotional or heartbreaking', 'journey, scientific, humanity, documentary or earth']",Politics and human rights,"political, democracy, president, documentary or propaganda","political, president, historical, politician or democracy","racism, african american, powerful, hatred or slavery","documentary, fascinating, sad, emotional or heartbreaking"
1980,['Brazil'],Brazil,--,Pixote,‘Pixote: A Lei do Mais Fraco’,Héctor Babenco,16k,9.4k,4.7k, ,193,4.1,128,"10-year-old Pixote endures torture, degradation, and corruption at a local youth detention center where two of its members are murdered by policemen who frame Lilica, a 17-year-old trans hustler. Pixote helps Lilica and three other boys escape and they start to make their living by a life of crime which only escalates to more violence and death.","['crime', 'drama']",crime,drama,--,"['Crime, drugs and gangsters', 'Intense violence and sexual transgression', 'Politics and human rights', 'drugs, violence, crime, gritty or cops', 'violence, shock, disturbing, brutal or graphic', 'sexuality, sex, disturbed, unconventional or challenging', 'prison, jail, criminal, convicts or brutal', 'murder, crime, drama, compelling or gripping']","Crime, drugs and gangsters",Intense violence and sexual transgression,Politics and human rights,"drugs, violence, crime, gritty or cops","violence, shock, disturbing, brutal or graphic"
1984,['Brazil'],Brazil,--,Twenty Years Later,‘Cabra Marcado Para Morrer’,Eduardo Coutinho,9.9k,6k,4k, ,302,4.6,119,"Eduardo Coutinho was filming a movie with the same name in the Northeast of Brazil, in 1964, when there came the military coup. He had to interrupt the project, and came back to it in 1981, looking for the same places and people, showing what had ocurred since then, and trying to gather a family whose patriarch, a political leader fighting for rights of country people, had been murdered.",['documentary'],documentary,--,--,--,-,-,--,--,--
2014,"['Italy', 'France', 'Brazil']",Italy,France,The Salt of the Earth,‘Le sel de la terre’,Wim Wenders,22k,6.1k,6.7k, ,172,4.1,109,"During the last forty years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed the major events of our recent history: international conflicts, starvations and exodus… He is now embarking on the discovery of pristine territories, of the wild fauna and flora, of grandiose landscapes: a huge photographic project which is a tribute to the planet’s beauty. Salgado’s life and work are revealed to us by his son, Juliano, who went with him during his last journeys, and by Wim Wenders, a photographer himself. ×",['documentary'],documentary,--,--,"['Politics and human rights', 'Humanity and the world around us', 'War and historical adventure', 'journey, scientific, humanity, documentary or earth', 'political, democracy, president, documentary or propaganda', 'documentary, fascinating, sad, emotional or heartbreaking', 'racism, african american, powerful, hatred or slavery', 'war, soldiers, combat, fought or military']",Politics and human rights,Humanity and the world around us,War and historical adventure,"journey, scientific, humanity, documentary or earth","political, democracy, president, documentary or propaganda"
2017,"['Brazil', 'France']",Brazil,France,Good Manners,‘As Boas Maneiras’,Marco Dutra,17k,8.4k,4k, ,52,3.5,136,"Clara, a lonely nurse from the outskirts of São Paulo, is hired by mysterious and wealthy Ana as the nanny for her unborn child. The two women develop a strong bond, but soon Clara discovers a terrifying secret about the child.","['fantasy', 'horror', 'music', 'drama']",fantasy,horror,music,--,-,-,--,--,--
1964,['Brazil'],Brazil,--,"Black God, White Devil",‘Deus e o Diabo na Terra do Sol’,Glauber Rocha,15k,9.7k,4.2k, ,274,4.1,120,"Cowherd Manoel and his wife are on the run in the drought-plagued and violent Brazilian badlands of 1940 after he kills a rich grazier. Moving credulously from one allegiance to another, they finally learn that the land belongs neither to God nor the Devil, but to the people.","['adventure', 'western', 'drama']",adventure,western,drama,--,-,-,--,--,--
2021,"['Brazil', 'Italy']",Brazil,Italy,Beckett,Beckett,Ferdinando Cito Filomarino,22k,4.7k,2.9k, ,5,2.8,109,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,"['thriller', 'mystery', 'crime']",thriller,mystery,crime,"['High speed and special ops', 'Politics and human rights', 'action, explosives, exciting, action-packed or villain', 'car, cars, action, adrenaline or driving', 'spy, agent, intrigue, thriller or suspense', 'terrorism, thriller, gripping, intense or political', 'political, president, historical, politician or democracy']",High speed and special ops,Politics and human rights,"action, explosives, exciting, action-packed or villain","car, cars, action, adrenaline or driving","spy, agent, intrigue, thriller or suspense"
2010,['Brazil'],Brazil,--,Elite Squad: The Enemy Within,‘Tropa de Elite 2’,José Padilha,40k,5.1k,7.5k, ,81,3.9,115,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.","['crime', 'action', 'drama']",crime,action,drama,"['Politics and human rights', 'Crime, drugs and gangsters', 'High speed and special ops', 'political, democracy, president, documentary or propaganda', 'drugs, violence, crime, gritty or cops', 'prison, jail, criminal, convicts or brutal', 'violence, action, guns, cops or killing', 'political, president, historical, politician or democracy']",Politics and human rights,"Crime, drugs and gangsters",High speed and special ops,"political, democracy, president, documentary or propaganda","drugs, violence, crime, gritty or cops"
2012,['Brazil'],Brazil,--,Neighboring Sounds,‘O Som ao Redor’,Kleber Mendonça Filho,23k,6.4k,5.6k, ,167,3.8,131,"Life in a middle-class neighbourhood in present day Recife, Brazil, takes an unexpected turn after the arrival of an independent private security firm. The presence of these men brings a sense of safety and a good deal of anxiety to a culture which runs on fear. Meanwhile, Bia, married and mother of two, must find a way to deal with the constant barking and howling of her neighbour’s dog. A slice of ‘Braziliana’, a reflection on history, violence and noise.","['crime', 'thriller', 'drama']",crime,thriller,drama,--,-,-,--,--,--
2012,"['Brazil', 'France', 'UK', 'USA']",Brazil,France,On the Road,On the Road,Walter Salles,30k,3.9k,2.7k, ,38,2.8,137,"Dean and Sal are the portrait of the Beat Generation. Their search for “It” results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.","['drama', 'adventure']",drama,adventure,--,"['Humanity and the world around us', 'Moving relationship stories', 'biography, artists, musician, emotional or songs', 'surfing, teenager, friendship, kids or adolescents', 'gay, sexuality, relationships, feelings or homophobic', 'teenager, friendship, sad, adolescents or coming of age', 'band, songs, concert, musician or lyrics']",Humanity and the world around us,Moving relationship stories,"biography, artists, musician, emotional or songs","surfing, teenager, friendship, kids or adolescents","gay, sexuality, relationships, feelings or homophobic"
1985,"['Brazil', 'USA']",Brazil,USA,Kiss of the Spider Woman,Kiss of the Spider Woman,Héctor Babenco,15k,8.7k,3k, ,53,3.7,120,"Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a gay man, is found guilty of immoral behaviour and Valentin is a political prisoner. To escape reality Luis invents romantic movies, while Valentin tries to keep his mind on the situation he’s in. During the time they spend together, the two men come to understand and respect one another.",['drama'],drama,--,--,"['Politics and human rights', 'War and historical adventure', 'prison, jail, criminal, convicts or brutal', 'gay, sexuality, relationships, feelings or homophobic', 'nazi, war, wwii, hitler or jewish', 'powerful, emotion, storytelling, poetic or captivating', 'political, democracy, president, documentary or propaganda']",Politics and human rights,War and historical adventure,"prison, jail, criminal, convicts or brutal","gay, sexuality, relationships, feelings or homophobic","nazi, war, wwii, hitler or jewish"
2021,['Brazil'],Brazil,--,The Girl Who Killed Her Parents,‘A Menina Que Matou os Pais’,Maurício Eça,23k,2.1k,2.1k, ,5,2.9,85,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents Daniel Cravinhos’s point of view of the events that led to the death of Marísia and Manfred von Richthofen, his girlfriend’s parents.","['thriller', 'crime', 'drama']",thriller,crime,drama,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,The Boy Who Killed My Parents,‘O Menino Que Matou Meus Pais’,Maurício Eça,22k,2k,1.9k, ,1,2.9,88,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents de Suzane von Richthofen’s point of view of the events that led to the death of her parents.","['drama', 'crime', 'thriller']",drama,crime,thriller,--,-,-,--,--,--
1999,['Brazil'],Brazil,--,A Dog’s Will,‘O Auto da Compadecida’,Guel Arraes,20k,1.4k,9.5k, ,242,4.7,174,The (mis)adventures of João Grilo and Chicó in Brazil’s Northeastern region. The four-chapter miniseries original version of O Auto da Compadecida.,"['comedy', 'drama']",comedy,drama,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Boy & the World,‘O Menino e o Mundo’,Alê Abreu,14k,6.4k,3.8k, ,149,3.9,80,"Suffering because of his father’s departure to the big city, a boy leaves his village and discovers a fantastic world dominated by bug-engines and strange beings. An unusual animation with various artistic techniques that portrays the issues of the modern world through the eyes of a child.","['adventure', 'animation', 'family']",adventure,animation,family,"['Humanity and the world around us', 'fantasy, imaginative, magic, fairy tale or enchanted', 'dog, cute, animals, kids or adorable', 'storytelling, graphics, emotion, breathtaking or magic', 'christmas, holiday, heartwarming, family or joy', 'biography, artists, musician, emotional or songs']",Humanity and the world around us,"fantasy, imaginative, magic, fairy tale or enchanted","dog, cute, animals, kids or adorable","storytelling, graphics, emotion, breathtaking or magic","christmas, holiday, heartwarming, family or joy"
2008,"['Brazil', 'Canada', 'Japan', 'Uruguay']",Brazil,Canada,Blindness,Blindness,Fernando Meirelles,28k,4.2k,3.3k, ,30,3.2,121,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.","['thriller', 'science-fiction', 'drama', 'mystery']",thriller,science-fiction,drama,"['Intense violence and sexual transgression', 'Faith and religion', 'violence, shock, disturbing, brutal or graphic', 'sexuality, sex, disturbed, unconventional or challenging', 'cannibals, gory, gruesome, graphic or shock', 'death, profound, symbolism, philosophical or vision', 'political, democracy, president, documentary or propaganda']",Intense violence and sexual transgression,Faith and religion,"violence, shock, disturbing, brutal or graphic","sexuality, sex, disturbed, unconventional or challenging","cannibals, gory, gruesome, graphic or shock"
1967,['Brazil'],Brazil,--,Entranced Earth,‘Terra em Transe’,Glauber Rocha,11k,7.4k,3.1k, ,200,4.1,106,"Eldorado, a fictitious country in America, is sparkling with the internal struggle for political power. In the eye of this social convulsion, the jaded journalist Paulo Martins opposes two equally corrupt political candidates: a pseudopopulist and a conservative. In this context, Paulo is torn between the madness of the elite and the blind submission of the masses. But, in this complex tropical reality, nothing really is what it seems to be.","['thriller', 'drama']",thriller,drama,--,--,-,-,--,--,--
2007,"['Brazil', 'Italy']",Brazil,Italy,Estômago: A Gastronomic Story,‘Estômago’,Marcos Jorge,18k,3.4k,5.4k, ,210,4.0,113,"In a dog-eat-dog world, Raimundo Nonato has found an alternative way to move ahead: he cooks. No matter what social strata this deceptively innocent young man inhabits, he hones his skills and sharpens his knives—and then he falls in love. Jorge’s nimble comic fable provides a smartly constructed gastronomic allegory for ambition and survival.","['drama', 'comedy']",drama,comedy,--,--,-,-,--,--,--
1931,['Brazil'],Brazil,--,Limite,Limite,Mário Peixoto,9.4k,8.3k,2.3k, ,109,3.9,120,"An astonishing creation, Limite is the only feature by the Brazilian director and author Mário Peixoto, made when he was just 22 years old. Inspired by a haunting André Kertész photograph on the cover of a French magazine, this avant-garde silent master­piece centres on a man and two women lost at sea, their pasts unfolding through flashbacks propelled by the music of Erik Satie, Claude Debussy, Igor Stravinsky, and others. An early work of independent South American filmmaking, Limite was famously difficult to see for most of the twentieth century. It is a pioneering achievement that continues to captivate with its timeless visual poetry. ×","['drama', 'adventure']",drama,adventure,--,--,-,-,--,--,--
2012,"['USA', 'Brazil']",USA,Brazil,Elena,Elena,Petra Costa,12k,4.6k,3.6k, ,219,4.0,82,"Petra heads to New York in search of her older sister after a long time of being separated. They are both movie actresses and heirs of the wounds of the Brazilian dictatorship. But Petra has only a few clues: home movies, newspaper clippings, a diary…",['documentary'],documentary,--,--,--,-,-,--,--,--
2012,"['Brazil', 'France', 'Germany', 'Portugal']",Brazil,France,Tabu,Tabu,Miguel Gomes,11k,6.3k,2.9k, ,104,3.9,120,"Lisbon, Portugal, 2010. Pilar, a pious woman devoted to social causes, maintains a peculiar relationship with her neighbor Aurora, a temperamental old woman obsessed with gambling who lives tormented by a mysterious past.","['romance', 'drama']",romance,drama,--,"['Moving relationship stories', 'Humanity and the world around us', 'Epic history and literature', 'marriage, emotion, romance, relationships or feelings', 'romance, emotion, relationships, feelings or captivating', 'emotion, emotional, moving, feelings or sadness', 'emotional, emotion, family, moving or feelings', 'biography, artists, musician, emotional or songs']",Moving relationship stories,Humanity and the world around us,Epic history and literature,"marriage, emotion, romance, relationships or feelings","romance, emotion, relationships, feelings or captivating"
1962,['Brazil'],Brazil,--,The Given Word,‘O Pagador de Promessas’,Anselmo Duarte,8.2k,7.1k,2.5k, ,113,4.3,98,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara’s church, in the state capital. Upon the recover of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé’s promise.",['drama'],drama,--,--,--,-,-,--,--,--
2021,"['Argentina', 'Brazil', 'Germany', 'Qatar', 'Mexico', 'USA', 'Switzerland']",Argentina,Brazil,Prayers for the Stolen,‘Noche de fuego’,Tatiana Huezo,10k,4.9k,3.6k, ,43,3.9,110,"In a mountain town, where corn and poppies grow, the girls wear boyish haircuts and have hiding places underground to escape the threat of being stolen. Ana and her two best friends grow up together, affirming the bonds of their friendship and discovering what it means to be women in a rural town marked by violence. Their mothers train them to flee death, to escape those who turn them into slaves or ghosts. They create their own impenetrable universe, but one day one of the girls doesn’t make it to her hiding place in time. ×",['drama'],drama,--,--,--,-,-,--,--,--
2018,"['Brazil', 'France', 'Portugal']",Brazil,France,Diamantino,Diamantino,Gabriel Abrantes,11k,4.7k,2.7k, ,21,3.4,96,A disgraced soccer star seeks redemption but is exploited by a variety of causes hoping to capitalize on his celebrity.,"['drama', 'science-fiction', 'comedy', 'fantasy']",drama,science-fiction,comedy,--,-,-,--,--,--
1989,['Brazil'],Brazil,--,Isle of Flowers,‘Ilha das Flores’,Jorge Furtado,21k,3.6k,5.7k, ,54,4.3,13,"A tomato is planted, harvested and sold at a supermarket, but it rots and ends up in the trash. But it doesn’t end there: Isle of Flowers follows it up until its real end, among animals, trash, women and children. And then the difference between tomatoes, pigs and human beings becomes clear.",['documentary'],documentary,--,--,--,-,-,--,--,--
2003,"['Argentina', 'Brazil']",Argentina,Brazil,Carandiru,Carandiru,Héctor Babenco,19k,3.7k,3.9k, ,69,4.0,148,"When a doctor decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo - Carandiru, he discovers the victim of one of the darkest days in Brazilian History when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people. Based on real facts and on the book written by Dráuzio Varella.",['drama'],drama,--,--,"['Crime, drugs and gangsters', 'Politics and human rights', 'prison, jail, criminal, convicts or brutal', 'drugs, violence, crime, gritty or cops', 'violence, shock, disturbing, brutal or graphic', 'racism, african american, powerful, hatred or slavery', 'sexuality, sex, disturbed, unconventional or challenging']","Crime, drugs and gangsters",Politics and human rights,"prison, jail, criminal, convicts or brutal","drugs, violence, crime, gritty or cops","violence, shock, disturbing, brutal or graphic"
2019,['Brazil'],Brazil,--,Marighella,Marighella,Wagner Moura,13k,2.2k,3.8k, ,40,3.8,155,"Afro-Brazilian poet and politician, the legendary Carlos Marighella. Driven to fight against the erosion of civil and human rights following the CIA-backed military coup of 1964 and the brutal, racist right-wing dictatorship that followed, the revolutionary leaves behind his wife and son to take up arms, becoming a notorious enemy to the power structure.","['history', 'drama', 'thriller']",history,drama,thriller,--,-,-,--,--,--
2007,['Brazil'],Brazil,--,Playing,‘Jogo de Cena’,Eduardo Coutinho,8.5k,3.7k,3.5k, ,209,4.5,100,"Following a newspaper ad, ordinary women tell part of their life stories to director Eduardo Coutinho, which are then re-enacted by actresses, blurring the barriers between truth, fiction and interpretation.",['documentary'],documentary,--,--,--,-,-,--,--,--
2019,"['Brazil', 'France', 'Germany', 'Italy']",Brazil,France,The Traitor,‘Il traditore’,Marco Bellocchio,13k,3.7k,2.8k, ,12,3.6,151,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.","['thriller', 'drama', 'crime']",thriller,drama,crime,--,-,-,--,--,--
1964,['Brazil'],Brazil,--,At Midnight I’ll Take Your Soul,‘À Meia Noite Levarei Sua Alma’,José Mojica Marins,9.6k,5.9k,2.7k, ,48,3.8,82,Coffin Joe terrorizes a small peasant community in his search for the perfect woman to bear him a child.,['horror'],horror,--,--,"['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'horror, creepy, eerie, blood or gothic', 'scary, horror, creepy, supernatural or frighten', 'horror, creepy, frighten, eerie or chilling', 'horror, gory, scary, killing or gruesome', 'horror, scientist, monster, doctor or experiment']","Horror, the undead and monster classics",Intense violence and sexual transgression,"horror, creepy, eerie, blood or gothic","scary, horror, creepy, supernatural or frighten","horror, creepy, frighten, eerie or chilling"
2002,['Brazil'],Brazil,--,"Master, a Building in Copacabana",‘Edifício Master’,Eduardo Coutinho,9.1k,3.3k,3.2k, ,140,4.4,110,"“Master” is the name of a 12-story apartment building in Copacabana, Rio de Janeiro’s neighborhood for nightlife. Over the course of four weeks in 2001, Eduardo Coutinho’s film crew rented one of the 276 apartments and used it as home base to make a film about the building’s residents. We get to know the building manager, who succeeded in turning the troubled residence into a family complex within just a few years. Using interviews and a few stolen moments in the corridors of the building, Coutinho explores this world. Most of the building’s residents come from the lower middle class and are just getting by, but that’s just about the only thing they have in common - so many people, so many stories, sometimes told in a self-confident tone, sometimes with averted eyes. The fact that a film crew is interested in their stories puzzles some of them. Hope, fear, dreams, memories, love and loneliness all appear from behind the doors of this average apartment building. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2014,"['Brazil', 'France', 'Greece', 'USA']",Brazil,France,Love Is Strange,Love Is Strange,Ira Sachs,11k,4k,2k, ,11,3.5,98,"After 39 years together, Ben and George finally tie the knot, but George loses his job as a result, and the newlyweds must sell their New York apartment and live apart, relying on friends and family to make ends meet.",['drama'],drama,--,--,"['Moving relationship stories', 'Relationship comedy', 'Faith and religion', 'gay, sexuality, relationships, feelings or homophobic', 'school, teacher, student, classroom or classmates', 'religion, church, faith, beliefs or spiritual', 'marriage, emotion, romance, relationships or feelings', 'biography, artists, musician, emotional or songs']",Moving relationship stories,Relationship comedy,Faith and religion,"gay, sexuality, relationships, feelings or homophobic","school, teacher, student, classroom or classmates"
2020,['Brazil'],Brazil,--,Just Another Christmas,‘Tudo Bem no Natal Que Vem’,Roberto Santucci,15k,2.2k,3k, ,5,3.5,101,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.","['family', 'comedy']",family,comedy,--,--,-,-,--,--,--
2014,"['Argentina', 'Netherlands', 'Denmark', 'France', 'Mexico', 'USA', 'Germany', 'Brazil']",Argentina,Netherlands,Jauja,Jauja,Lisandro Alonso,8.1k,4.2k,1.8k, ,19,3.5,108,A father and daughter journey from Denmark to an unknown desert that exists in a realm beyond the confines of civilization.,"['drama', 'western']",drama,western,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,My Mom is a Character,‘Minha Mãe é uma Peça: O Filme’,André Pellenz,25k,1.8k,3.9k, ,43,3.7,85,"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt’s house, where she reminisces about her kids in an age when they still needed her.",['comedy'],comedy,--,--,--,-,-,--,--,--
2000,['Brazil'],Brazil,--,Brainstorm,‘Bicho de Sete Cabeças’,Laís Bodanzky,13k,3.7k,2.9k, ,92,4.0,74,"A trip to the mental institution hell. This odyssey is lived by Neto, a middle class teenager, who lives a normal life until his father sends him to a mental institution after finding drugs on his pocket. The maconha cigarrete is just the final drop that exposes the family tragedy. Send to a mental institution, Neto gets to know a completely absurd, inhumane reality in which the people are devoured by a corrupt and cruel institution system. The documentary type language used by the director give this movie a sensation of realty that increases even more the impact of the emotions Neto goes through. In the mental institution, Neto is forced to mature. The transformations that he goes through change this relations with his father. ×",['drama'],drama,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,A Wolf at the Door,‘O Lobo Atrás da Porta’,Fernando Coimbra,12k,3k,2.8k, ,39,4.0,98,"Based on real events, and set in Rio de Janeiro, A Wolf at the Door is the nerve-rattling tale of a kidnapped child and the terror of the parents left behind. When Sylvia discovers her six-year-old daughter has been picked up at school by an unknown woman, police summon her husband, Bernardo, to the station for questioning. From that point on, the film takes increasingly sinister turns as it delves into the events that led to the girl’s kidnapping. With plot twists that will keep the audience on the edge of their seats, A Wolf at the Door is a darkly disturbing journey into the extreme limits of the human capacity for obsession and revenge. ×","['thriller', 'drama']",thriller,drama,--,--,-,-,--,--,--
1981,['Brazil'],Brazil,--,They Don’t Wear Black Tie,‘Eles não usam black-tie’,Leon Hirszman,7.4k,3.5k,2.3k, ,101,4.2,134,"Otavio is an idealistic union leader trying to organize workers at a factory to resist the company’s exploitative practices. His son, Tião, one of the employees, is more of a realist and doesn’t want to risk losing his job by striking. This clash of perspectives puts the father and son at odds. Fortunately, Tião’s mother, Romana, is on hand to act as a moderator between the two opinionated men.",['drama'],drama,--,--,--,-,-,--,--,--
